nu,CH4/x=1e-6/T=300K/P=1atm/L=100cm
6201.06,5.65820218826e-08
6201.07,5.48246125022e-08
6201.08,5.37423055167e-08
6201.09,5.33833904329e-08
6201.1,5.32989330712e-08
6201.11,5.2890577744e-08
6201.12,5.18201166851e-08
6201.13,5.02137898184e-08
6201.14,4.84843531003e-08
6201.15,4.69365965052e-08
6201.16,4.54927061457e-08
6201.17,4.37275846009e-08
6201.18,4.11801630834e-08
6201.19,3.77137961434e-08
6201.2,3.36242596501e-08
6201.21,2.94235515048e-08
6201.22,2.55471129487e-08
6201.23,2.22193615913e-08
6201.24,1.94782671659e-08
6201.25,1.7250960194e-08
6201.26,1.54179753588e-08
6201.27,1.38618253552e-08
6201.28,1.25021198515e-08
6201.29,1.13048198847e-08
6201.3,1.02642549377e-08
6201.31,9.37940518343e-09
6201.32,8.6426123589e-09
6201.33,8.04031348866e-09
6201.34,7.55771274854e-09
6201.35,7.18231576804e-09
6201.36,6.90535993696e-09
6201.37,6.72189453329e-09
6201.38,6.6302973284e-09
6201.39,6.63164052436e-09
6201.4,6.72901243228e-09
6201.41,6.92645877219e-09
6201.42,7.22663137265e-09
6201.43,7.62529845856e-09
6201.44,8.09999345612e-09
6201.45,8.59523542042e-09
6201.46,9.02130939239e-09
6201.47,9.2874869205e-09
6201.48,9.35810272837e-09
6201.49,9.27945673853e-09
6201.5,9.14349669357e-09
6201.51,9.01797070943e-09
6201.52,8.90006254778e-09
6201.53,8.72561136741e-09
6201.54,8.42694318383e-09
6201.55,7.99427583684e-09
6201.56,7.48763463465e-09
6201.57,6.99663953995e-09
6201.58,6.59544916718e-09
6201.59,6.32653443555e-09
6201.6,6.20786897425e-09
6201.61,6.24548557278e-09
6201.62,6.44174815523e-09
6201.63,6.79743477069e-09
6201.64,7.30670349757e-09
6201.65,7.94280700674e-09
6201.66,8.63563533051e-09
6201.67,9.2546571541e-09
6201.68,9.62784204071e-09
6201.69,9.61596499677e-09
6201.7,9.19845302609e-09
6201.71,8.48688303041e-09
6201.72,7.65139929839e-09
6201.73,6.83544540638e-09
6201.74,6.12087168625e-09
6201.75,5.53716939386e-09
6201.76,5.08224933154e-09
6201.77,4.73735617787e-09
6201.78,4.47504816828e-09
6201.79,4.26492286752e-09
6201.8,4.08115602677e-09
6201.81,3.91042958081e-09
6201.82,3.7538467138e-09
6201.83,3.62072020598e-09
6201.84,3.52089287048e-09
6201.85,3.4621636776e-09
6201.86,3.45175463393e-09
6201.87,3.49725534462e-09
6201.88,3.60538233806e-09
6201.89,3.77928277913e-09
6201.9,4.01415819555e-09
6201.91,4.29002650217e-09
6201.92,4.56349489287e-09
6201.93,4.76861531657e-09
6201.94,4.8398615709e-09
6201.95,4.75049132025e-09
6201.96,4.53219111146e-09
6201.97,4.25433805936e-09
6201.98,3.98516822841e-09
6201.99,3.76856332169e-09
6202.0,3.62311856645e-09
6202.01,3.55073916336e-09
6202.02,3.54425236433e-09
6202.03,3.59181677707e-09
6202.04,3.68047208653e-09
6202.05,3.80095511455e-09
6202.06,3.95142585685e-09
6202.07,4.13364930321e-09
6202.08,4.33945774215e-09
6202.09,4.53624833856e-09
6202.1,4.66727021347e-09
6202.11,4.67675794268e-09
6202.12,4.5463504176e-09
6202.13,4.30878356812e-09
6202.14,4.02523091789e-09
6202.15,3.75214665605e-09
6202.16,3.52510564616e-09
6202.17,3.36006764284e-09
6202.18,3.26016254947e-09
6202.19,3.22134756983e-09
6202.2,3.2351400164e-09
6202.21,3.2876845302e-09
6202.22,3.35734204372e-09
6202.23,3.41735035658e-09
6202.24,3.44769973042e-09
6202.25,3.44847944696e-09
6202.26,3.4404892933e-09
6202.27,3.45118231755e-09
6202.28,3.49870702668e-09
6202.29,3.58441830573e-09
6202.3,3.69356095127e-09
6202.31,3.79926176651e-09
6202.32,3.86860910313e-09
6202.33,3.87483414186e-09
6202.34,3.81316194025e-09
6202.35,3.70527156866e-09
6202.36,3.58510896525e-09
6202.37,3.48022467466e-09
6202.38,3.40456860257e-09
6202.39,3.36287789064e-09
6202.4,3.35793701406e-09
6202.41,3.39483340735e-09
6202.42,3.48156738094e-09
6202.43,3.6279069495e-09
6202.44,3.84417920563e-09
6202.45,4.13999211823e-09
6202.46,4.52143330688e-09
6202.47,4.98561254637e-09
6202.48,5.51490726125e-09
6202.49,6.07933752743e-09
6202.5,6.65496855248e-09
6202.51,7.24868571938e-09
6202.52,7.90348617286e-09
6202.53,8.67394834531e-09
6202.54,9.58640351026e-09
6202.55,1.05968574383e-08
6202.56,1.15577829494e-08
6202.57,1.2229682553e-08
6202.58,1.23782224065e-08
6202.59,1.19185853409e-08
6202.6,1.09772494957e-08
6202.61,9.80470147371e-09
6202.62,8.63237256676e-09
6202.63,7.59349547792e-09
6202.64,6.72628691961e-09
6202.65,6.01475639158e-09
6202.66,5.4293480321e-09
6202.67,4.94977095405e-09
6202.68,4.56752049652e-09
6202.69,4.27806223858e-09
6202.7,4.0737061577e-09
6202.71,3.94013363434e-09
6202.72,3.85536931851e-09
6202.73,3.79234163084e-09
6202.74,3.72741334502e-09
6202.75,3.65128725562e-09
6202.76,3.57235847121e-09
6202.77,3.50880371288e-09
6202.78,3.47773114867e-09
6202.79,3.48958012827e-09
6202.8,3.5466518211e-09
6202.81,3.64072881924e-09
6202.82,3.74886226782e-09
6202.83,3.83345461835e-09
6202.84,3.85535463937e-09
6202.85,3.79691139256e-09
6202.86,3.67402690329e-09
6202.87,3.52316778581e-09
6202.88,3.37800183263e-09
6202.89,3.2570899515e-09
6202.9,3.16517695707e-09
6202.91,3.09949220724e-09
6202.92,3.05535386989e-09
6202.93,3.02914635324e-09
6202.94,3.01877632277e-09
6202.95,3.02330335429e-09
6202.96,3.04280866236e-09
6202.97,3.07808382824e-09
6202.98,3.13025771448e-09
6202.99,3.2012886555e-09
6203.0,3.29488365471e-09
6203.01,3.41649908671e-09
6203.02,3.5725760212e-09
6203.03,3.77018979717e-09
6203.04,4.01744621101e-09
6203.05,4.32408065231e-09
6203.06,4.70163672698e-09
6203.07,5.16262735824e-09
6203.08,5.71767406201e-09
6203.09,6.36885435983e-09
6203.1,7.09779669902e-09
6203.11,7.85218961241e-09
6203.12,8.54552150655e-09
6203.13,9.08782467653e-09
6203.14,9.43794304388e-09
6203.15,9.63241699975e-09
6203.16,9.76420074968e-09
6203.17,9.93930912745e-09
6203.18,1.02477363861e-08
6203.19,1.07520288453e-08
6203.2,1.14823267858e-08
6203.21,1.24307122864e-08
6203.22,1.35403879662e-08
6203.23,1.46951007039e-08
6203.24,1.57330669961e-08
6203.25,1.65035955086e-08
6203.26,1.69389544938e-08
6203.27,1.70870524574e-08
6203.28,1.70820797098e-08
6203.29,1.70767471619e-08
6203.3,1.71814774712e-08
6203.31,1.74434789454e-08
6203.32,1.78649724378e-08
6203.33,1.84395038102e-08
6203.34,1.91849350122e-08
6203.35,2.01550024182e-08
6203.36,2.14221842177e-08
6203.37,2.30506497633e-08
6203.38,2.50813670282e-08
6203.39,2.7504311737e-08
6203.4,3.01705840408e-08
6203.41,3.26794444346e-08
6203.42,3.43918829655e-08
6203.43,3.46963093049e-08
6203.44,3.33958865798e-08
6203.45,3.08594522822e-08
6203.46,2.77794341323e-08
6203.47,2.47985773992e-08
6203.48,2.23137986225e-08
6203.49,2.04872182689e-08
6203.5,1.93297043254e-08
6203.51,1.87558753016e-08
6203.52,1.8590058307e-08
6203.53,1.85616823194e-08
6203.54,1.83595259493e-08
6203.55,1.77687190149e-08
6203.56,1.67895593612e-08
6203.57,1.56105735603e-08
6203.58,1.44680331265e-08
6203.59,1.35328716455e-08
6203.6,1.28870826262e-08
6203.61,1.25518560972e-08
6203.62,1.25193060346e-08
6203.63,1.2770384353e-08
6203.64,1.32828164432e-08
6203.65,1.40359224116e-08
6203.66,1.50088605164e-08
6203.67,1.61598526422e-08
6203.68,1.73889687057e-08
6203.69,1.85220786808e-08
6203.7,1.93623407993e-08
6203.71,1.97953848754e-08
6203.72,1.98489368378e-08
6203.73,1.96361190491e-08
6203.74,1.92571726787e-08
6203.75,1.87788814377e-08
6203.76,1.82862024923e-08
6203.77,1.79106704183e-08
6203.78,1.78004546249e-08
6203.79,1.80790336031e-08
6203.8,1.88299396853e-08
6203.81,2.00973991598e-08
6203.82,2.18781190305e-08
6203.83,2.40968015376e-08
6203.84,2.65902772275e-08
6203.85,2.91523664349e-08
6203.86,3.16553705176e-08
6203.87,3.41457412615e-08
6203.88,3.67624432989e-08
6203.89,3.94802308489e-08
6203.9,4.18799192743e-08
6203.91,4.31924621418e-08
6203.92,4.27050672392e-08
6203.93,4.02639987507e-08
6203.94,3.63997823885e-08
6203.95,3.19639553343e-08
6203.96,2.76739536245e-08
6203.97,2.39187565564e-08
6203.98,2.08118739646e-08
6203.99,1.83196740701e-08
6204.0,1.63578538699e-08
6204.01,1.48380693019e-08
6204.02,1.36837607815e-08
6204.03,1.28336546769e-08
6204.04,1.2241082146e-08
6204.05,1.18710568019e-08
6204.06,1.16953563585e-08
6204.07,1.16861867447e-08
6204.08,1.18104817126e-08
6204.09,1.20283951322e-08
6204.1,1.22998289116e-08
6204.11,1.26000337202e-08
6204.12,1.29347928056e-08
6204.13,1.33376598662e-08
6204.14,1.38492226005e-08
6204.15,1.45008333681e-08
6204.16,1.53125622891e-08
6204.17,1.62881482055e-08
6204.18,1.73928059494e-08
6204.19,1.85288778141e-08
6204.2,1.95417933024e-08
6204.21,2.02735320154e-08
6204.22,2.06438491442e-08
6204.23,2.07079054434e-08
6204.24,2.06433193544e-08
6204.25,2.06746348249e-08
6204.26,2.0997351702e-08
6204.27,2.17482071642e-08
6204.28,2.30116937956e-08
6204.29,2.48257579303e-08
6204.3,2.71588997582e-08
6204.31,2.98526891473e-08
6204.32,3.25627618635e-08
6204.33,3.47876198373e-08
6204.34,3.60667735941e-08
6204.35,3.62613536841e-08
6204.36,3.56608833908e-08
6204.37,3.48021111357e-08
6204.38,3.41931519613e-08
6204.39,3.41702216739e-08
6204.4,3.49114495054e-08
6204.41,3.65131131525e-08
6204.42,3.90580793729e-08
6204.43,4.26593999953e-08
6204.44,4.74858481467e-08
6204.45,5.37771991639e-08
6204.46,6.18497961528e-08
6204.47,7.20827590767e-08
6204.48,8.4863794331e-08
6204.49,1.00466473128e-07
6204.5,1.18838156757e-07
6204.51,1.39307653553e-07
6204.52,1.60296950554e-07
6204.53,1.79269771073e-07
6204.54,1.93194686719e-07
6204.55,1.99443424168e-07
6204.56,1.96667836138e-07
6204.57,1.85343402762e-07
6204.58,1.67743886607e-07
6204.59,1.47090218408e-07
6204.6,1.263036893e-07
6204.61,1.07258567526e-07
6204.62,9.07879580724e-08
6204.63,7.70330684285e-08
6204.64,6.57711744548e-08
6204.65,5.66324644889e-08
6204.66,4.92272387765e-08
6204.67,4.32096866149e-08
6204.68,3.83003465963e-08
6204.69,3.42847420965e-08
6204.7,3.10002631423e-08
6204.71,2.83209157453e-08
6204.72,2.61460699829e-08
6204.73,2.43946848895e-08
6204.74,2.30037652722e-08
6204.75,2.19287570258e-08
6204.76,2.11433943267e-08
6204.77,2.06378352691e-08
6204.78,2.04161339698e-08
6204.79,2.04949805658e-08
6204.8,2.09046787809e-08
6204.81,2.16920849526e-08
6204.82,2.29246573771e-08
6204.83,2.46942916283e-08
6204.84,2.7118053496e-08
6204.85,3.03288946294e-08
6204.86,3.44416988348e-08
6204.87,3.94705172321e-08
6204.88,4.51768119322e-08
6204.89,5.08852744724e-08
6204.9,5.54383683133e-08
6204.91,5.75397422967e-08
6204.92,5.64578469118e-08
6204.93,5.25277919408e-08
6204.94,4.6919653092e-08
6204.95,4.09222190589e-08
6204.96,3.54129114273e-08
6204.97,3.07706654264e-08
6204.98,2.70320541411e-08
6204.99,2.40639563322e-08
6205.0,2.16802067942e-08
6205.01,1.97141244091e-08
6205.02,1.80564666782e-08
6205.03,1.66543113222e-08
6205.04,1.5483070461e-08
6205.05,1.45206351534e-08
6205.06,1.37393094739e-08
6205.07,1.3110134324e-08
6205.08,1.26090609273e-08
6205.09,1.22199241674e-08
6205.1,1.19341679405e-08
6205.11,1.17488194084e-08
6205.12,1.16642263145e-08
6205.13,1.16828364223e-08
6205.14,1.18093030355e-08
6205.15,1.20511969259e-08
6205.16,1.24196937299e-08
6205.17,1.29302742016e-08
6205.18,1.36038870343e-08
6205.19,1.44686127293e-08
6205.2,1.55605171098e-08
6205.21,1.69212808079e-08
6205.22,1.85907238195e-08
6205.23,2.05950973205e-08
6205.24,2.29387615145e-08
6205.25,2.56148304281e-08
6205.26,2.86399120489e-08
6205.27,3.20759301669e-08
6205.28,3.5974699957e-08
6205.29,4.02305510378e-08
6205.3,4.44249937989e-08
6205.31,4.78220813931e-08
6205.32,4.96413197181e-08
6205.33,4.95035536333e-08
6205.34,4.76903264023e-08
6205.35,4.49801719354e-08
6205.36,4.22397575093e-08
6205.37,4.01155080531e-08
6205.38,3.89673215599e-08
6205.39,3.89572384682e-08
6205.4,4.01644560307e-08
6205.41,4.2663608632e-08
6205.42,4.65554332675e-08
6205.43,5.19504969891e-08
6205.44,5.89018333383e-08
6205.45,6.72897334056e-08
6205.46,7.66945467967e-08
6205.47,8.6317456763e-08
6205.48,9.49770360697e-08
6205.49,1.01216321636e-07
6205.5,1.03684929859e-07
6205.51,1.01826799079e-07
6205.52,9.63482647194e-08
6205.53,8.88973431394e-08
6205.54,8.12042298499e-08
6205.55,7.44359589289e-08
6205.56,6.91271062896e-08
6205.57,6.54771561087e-08
6205.58,6.363510455e-08
6205.59,6.3776613701e-08
6205.6,6.60104805509e-08
6205.61,7.02057383345e-08
6205.62,7.57869149236e-08
6205.63,8.15967325092e-08
6205.64,8.60355762079e-08
6205.65,8.75886385581e-08
6205.66,8.54769821826e-08
6205.67,7.99602856119e-08
6205.68,7.21220618589e-08
6205.69,6.3363496771e-08
6205.7,5.49064737797e-08
6205.71,4.75155870972e-08
6205.72,4.14907542618e-08
6205.73,3.68103262437e-08
6205.74,3.32749102651e-08
6205.75,3.05915743809e-08
6205.76,2.84202813832e-08
6205.77,2.64310737602e-08
6205.78,2.4393104553e-08
6205.79,2.22476200903e-08
6205.8,2.00876041131e-08
6205.81,1.80544519667e-08
6205.82,1.62488737008e-08
6205.83,1.47092927758e-08
6205.84,1.34313057443e-08
6205.85,1.23907837391e-08
6205.86,1.15581195958e-08
6205.87,1.09050526135e-08
6205.88,1.04071375841e-08
6205.89,1.00439205051e-08
6205.9,9.79788173351e-09
6205.91,9.65230946345e-09
6205.92,9.58912680757e-09
6205.93,9.58977875064e-09
6205.94,9.6397984318e-09
6205.95,9.73133679849e-09
6205.96,9.86039571573e-09
6205.97,1.00264015304e-08
6205.98,1.02402366636e-08
6205.99,1.05315565801e-08
6206.0,1.09413223981e-08
6206.01,1.14959524774e-08
6206.02,1.21695180094e-08
6206.03,1.28502741195e-08
6206.04,1.33464727082e-08
6206.05,1.34658510969e-08
6206.06,1.31347878638e-08
6206.07,1.24479270249e-08
6206.08,1.15954209179e-08
6206.09,1.0745635522e-08
6206.1,9.98368007059e-09
6206.11,9.32626699807e-09
6206.12,8.76955125972e-09
6206.13,8.32040198662e-09
6206.14,7.99568600134e-09
6206.15,7.80820593337e-09
6206.16,7.7583182755e-09
6206.17,7.83277796189e-09
6206.18,8.0068855074e-09
6206.19,8.25181436151e-09
6206.2,8.54836046231e-09
6206.21,8.89652564452e-09
6206.22,9.30690996123e-09
6206.23,9.776640202e-09
6206.24,1.02671870933e-08
6206.25,1.07013689284e-08
6206.26,1.09922337692e-08
6206.27,1.10954638086e-08
6206.28,1.1043890884e-08
6206.29,1.09302130452e-08
6206.3,1.08552021317e-08
6206.31,1.08858633544e-08
6206.32,1.10410959417e-08
6206.33,1.12860753915e-08
6206.34,1.15248613316e-08
6206.35,1.16185571893e-08
6206.36,1.14520041669e-08
6206.37,1.10082025826e-08
6206.38,1.03755825384e-08
6206.39,9.67958643976e-09
6206.4,9.01079512213e-09
6206.41,8.4070083928e-09
6206.42,7.87752827369e-09
6206.43,7.42764017383e-09
6206.44,7.06397008918e-09
6206.45,6.79037305609e-09
6206.46,6.6066616472e-09
6206.47,6.5108467271e-09
6206.48,6.50059467908e-09
6206.49,6.57247181048e-09
6206.5,6.72007688537e-09
6206.51,6.93265623122e-09
6206.52,7.19671419466e-09
6206.53,7.5024722826e-09
6206.54,7.85120173758e-09
6206.55,8.25436365604e-09
6206.56,8.72200412891e-09
6206.57,9.25091130667e-09
6206.58,9.82652288002e-09
6206.59,1.04408413324e-08
6206.6,1.11093848876e-08
6206.61,1.1865156008e-08
6206.62,1.27305303611e-08
6206.63,1.36940677004e-08
6206.64,1.47195622229e-08
6206.65,1.57883406073e-08
6206.66,1.69385317852e-08
6206.67,1.82588776206e-08
6206.68,1.98438889499e-08
6206.69,2.17617869691e-08
6206.7,2.40667444796e-08
6206.71,2.68276095308e-08
6206.72,3.01104059924e-08
6206.73,3.38829719021e-08
6206.74,3.78854361755e-08
6206.75,4.1579878864e-08
6206.76,4.43109050767e-08
6206.77,4.56733426045e-08
6206.78,4.58114574639e-08
6206.79,4.53351417799e-08
6206.8,4.49085683727e-08
6206.81,4.48599343052e-08
6206.82,4.50551670956e-08
6206.83,4.50702401605e-08
6206.84,4.4560609694e-08
6206.85,4.35721755359e-08
6206.86,4.25371444899e-08
6206.87,4.1997106342e-08
6206.88,4.23198504579e-08
6206.89,4.35587695454e-08
6206.9,4.54259631601e-08
6206.91,4.73468808981e-08
6206.92,4.86329336445e-08
6206.93,4.87752252132e-08
6206.94,4.76975602692e-08
6206.95,4.57435910173e-08
6206.96,4.34218188509e-08
6206.97,4.11783531239e-08
6206.98,3.93490663749e-08
6206.99,3.81972627509e-08
6207.0,3.79057077684e-08
6207.01,3.84992824456e-08
6207.02,3.97398221319e-08
6207.03,4.10624964029e-08
6207.04,4.16753231477e-08
6207.05,4.09012625866e-08
6207.06,3.85790006361e-08
6207.07,3.51489189438e-08
6207.08,3.13339109195e-08
6207.09,2.77409268547e-08
6207.1,2.4677935648e-08
6207.11,2.21812225766e-08
6207.12,2.0123985961e-08
6207.13,1.83333214703e-08
6207.14,1.66867177019e-08
6207.15,1.51533783539e-08
6207.16,1.37675936711e-08
6207.17,1.2573960447e-08
6207.18,1.15929239328e-08
6207.19,1.08167359806e-08
6207.2,1.02193557496e-08
6207.21,9.76681373348e-09
6207.22,9.42580036247e-09
6207.23,9.17190645184e-09
6207.24,8.99534050607e-09
6207.25,8.90006553953e-09
6207.26,8.89654181083e-09
6207.27,8.99360658755e-09
6207.28,9.19533802325e-09
6207.29,9.5040091419e-09
6207.3,9.92537142003e-09
6207.31,1.04711240217e-08
6207.32,1.11559212665e-08
6207.33,1.19909473897e-08
6207.34,1.29781149401e-08
6207.35,1.41026114901e-08
6207.36,1.53192851539e-08
6207.37,1.65502877031e-08
6207.38,1.77225989316e-08
6207.39,1.88212508009e-08
6207.4,1.98777965167e-08
6207.41,2.08690759318e-08
6207.42,2.16241614062e-08
6207.43,2.18684280264e-08
6207.44,2.14123424221e-08
6207.45,2.03185243462e-08
6207.46,1.88759762528e-08
6207.47,1.742453933e-08
6207.48,1.62091379711e-08
6207.49,1.53470292262e-08
6207.5,1.48634660832e-08
6207.51,1.47351731821e-08
6207.52,1.49206518311e-08
6207.53,1.53799671861e-08
6207.54,1.60836837246e-08
6207.55,1.70054435922e-08
6207.56,1.81084038004e-08
6207.57,1.93545033645e-08
6207.58,2.07473064357e-08
6207.59,2.23732150975e-08
6207.6,2.43934588902e-08
6207.61,2.69799317912e-08
6207.62,3.02206528223e-08
6207.63,3.40089252642e-08
6207.64,3.79311462224e-08
6207.65,4.12401505663e-08
6207.66,4.3065203334e-08
6207.67,4.28636747252e-08
6207.68,4.0787047536e-08
6207.69,3.75955122259e-08
6207.7,3.42116196951e-08
6207.71,3.13308231157e-08
6207.72,2.93026929783e-08
6207.73,2.81811604453e-08
6207.74,2.77849124095e-08
6207.75,2.77243867285e-08
6207.76,2.74687295577e-08
6207.77,2.65370229385e-08
6207.78,2.47455355365e-08
6207.79,2.22910674727e-08
6207.8,1.95793521112e-08
6207.81,1.69780907245e-08
6207.82,1.46943329026e-08
6207.83,1.27890077376e-08
6207.84,1.12399397409e-08
6207.85,9.99316861689e-09
6207.86,8.99062040893e-09
6207.87,8.18116169298e-09
6207.88,7.52228767547e-09
6207.89,6.97702558207e-09
6207.9,6.51137871477e-09
6207.91,6.09727626146e-09
6207.92,5.71871840452e-09
6207.93,5.37235995007e-09
6207.94,5.05964635262e-09
6207.95,4.77838683849e-09
6207.96,4.52190501134e-09
6207.97,4.28466774708e-09
6207.98,4.06651621343e-09
6207.99,3.87083340863e-09
6208.0,3.69999002795e-09
6208.01,3.55321903436e-09
6208.02,3.42780012926e-09
6208.03,3.32120175448e-09
6208.04,3.23193443863e-09
6208.05,3.15890969413e-09
6208.06,3.10064791963e-09
6208.07,3.05531512053e-09
6208.08,3.02140973339e-09
6208.09,2.99835089181e-09
6208.1,2.98641398191e-09
6208.11,2.98603405817e-09
6208.12,2.9970080986e-09
6208.13,3.01829819277e-09
6208.14,3.04875309836e-09
6208.15,3.08821962495e-09
6208.16,3.13820111116e-09
6208.17,3.20185267662e-09
6208.18,3.28352782909e-09
6208.19,3.38813626157e-09
6208.2,3.52077507048e-09
6208.21,3.68691921526e-09
6208.22,3.89296327489e-09
6208.23,4.14678634561e-09
6208.24,4.4582405256e-09
6208.25,4.83972982537e-09
6208.26,5.30716329199e-09
6208.27,5.88110944355e-09
6208.28,6.58671346986e-09
6208.29,7.44987689463e-09
6208.3,8.48752152581e-09
6208.31,9.69157949078e-09
6208.32,1.10106258689e-08
6208.33,1.23394629836e-08
6208.34,1.3529364777e-08
6208.35,1.44261494433e-08
6208.36,1.49317588815e-08
6208.37,1.5060719237e-08
6208.38,1.49408346101e-08
6208.39,1.47451403168e-08
6208.4,1.46159753357e-08
6208.41,1.46412893756e-08
6208.42,1.48719150504e-08
6208.43,1.53385964986e-08
6208.44,1.60544554578e-08
6208.45,1.69978854371e-08
6208.46,1.80727593171e-08
6208.47,1.90786641275e-08
6208.48,1.97483353835e-08
6208.49,1.98764025688e-08
6208.5,1.9469710951e-08
6208.51,1.87744384755e-08
6208.52,1.81331118194e-08
6208.53,1.78007736419e-08
6208.54,1.78443222636e-08
6208.55,1.81273272817e-08
6208.56,1.83563081066e-08
6208.57,1.82057221995e-08
6208.58,1.74971177571e-08
6208.59,1.63017689562e-08
6208.6,1.48671427804e-08
6208.61,1.34461461886e-08
6208.62,1.21799680808e-08
6208.63,1.10888240304e-08
6208.64,1.01322457957e-08
6208.65,9.27768754191e-09
6208.66,8.52945397648e-09
6208.67,7.91298498337e-09
6208.68,7.44896998835e-09
6208.69,7.14391183479e-09
6208.7,6.99503641106e-09
6208.71,6.99760097393e-09
6208.72,7.14874257314e-09
6208.73,7.44879172799e-09
6208.74,7.90292441946e-09
6208.75,8.52297867081e-09
6208.76,9.32462644118e-09
6208.77,1.0314929596e-08
6208.78,1.14705825943e-08
6208.79,1.27137167026e-08
6208.8,1.38996640386e-08
6208.81,1.48390364412e-08
6208.82,1.53670986739e-08
6208.83,1.542375226e-08
6208.84,1.50683617138e-08
6208.85,1.44165765409e-08
6208.86,1.35761112382e-08
6208.87,1.26344077953e-08
6208.88,1.16723642966e-08
6208.89,1.07629067271e-08
6208.9,9.95537904958e-09
6208.91,9.27145858221e-09
6208.92,8.71765062892e-09
6208.93,8.2980631192e-09
6208.94,8.01691174807e-09
6208.95,7.87367551144e-09
6208.96,7.85682481667e-09
6208.97,7.94006988236e-09
6208.98,8.08706730902e-09
6208.99,8.26911625766e-09
6209.0,8.48485523212e-09
6209.01,8.75799197883e-09
6209.02,9.10821768773e-09
6209.03,9.52070698542e-09
6209.04,9.93820842657e-09
6209.05,1.02771422307e-08
6209.06,1.04547093477e-08
6209.07,1.04162622196e-08
6209.08,1.01581160018e-08
6209.09,9.73327457584e-09
6209.1,9.23039166019e-09
6209.11,8.74300286499e-09
6209.12,8.35088938112e-09
6209.13,8.11282991398e-09
6209.14,8.06327214462e-09
6209.15,8.21265223329e-09
6209.16,8.54993154339e-09
6209.17,9.04207815242e-09
6209.18,9.6288397702e-09
6209.19,1.02213158414e-08
6209.2,1.07189133031e-08
6209.21,1.10460892584e-08
6209.22,1.11834463599e-08
6209.23,1.11679746055e-08
6209.24,1.10750366637e-08
6209.25,1.10060294335e-08
6209.26,1.10743727379e-08
6209.27,1.13781247056e-08
6209.28,1.19726616798e-08
6209.29,1.28573936854e-08
